,title,phone,website,location/lat,location/lng,type
1301,Christian Heritage Academy,(505) 884-4597,http://www.bellavistabaptistchurch.com/,35.1137201,-106.568511,educational
1302,Eldorado High School,(505) 296-4871,https://eldorado.aps.edu/,35.128238,-106.513188,educational
1303,Albuquerque Public Schools,(505) 880-3700,http://www.aps.edu/,35.1028645,-106.5724897,educational
1304,Alice King Community School,(505) 344-0746,http://akcs.org/,35.0913543,-106.556945,educational
1305,Calvary Christian Academy,(505) 842-8681,http://www.calvarychristianacademyabq.org/,35.0955792,-106.5014679,educational
1306,Sunset Mesa Pre-School,(505) 298-7626,http://sunset-mesa.com/,35.1152827,-106.5235123,educational
1307,DLD Sycamore School,(505) 822-0476,http://www.dldsycamoreschool.com/,35.148182,-106.546621,educational
1308,Sandia High School,(505) 294-1511,http://sandia.aps.edu/,35.1174379,-106.558212,educational
1309,Shepherd Lutheran School,(505) 292-6622,http://school.shepherdlutheran.org/,35.1280433,-106.5501207,educational
1310,Sandia Montessori School,(505) 293-6614,http://www.sandiaschool.com/,35.1193427,-106.5150544,educational
1311,New Futures High School,(505) 883-5680 ext. 46246,https://newfutures.aps.edu/,35.1050747,-106.5840658,educational
1312,Del Norte High School,(505) 883-7222,https://delnorte.aps.edu/,35.132489,-106.583487,educational
1313,Freedom HS,(505) 884-6012,https://freedom.aps.edu/,35.105387,-106.585617,educational
1314,Albuquerque Christian School,(505) 872-0777,http://acsrams.org/,35.138949,-106.5875889,educational
1315,Annunciation Catholic School,(505) 299-6783,http://www.acsabq.org/,35.1115174,-106.5550832,educational
1316,Nex+ Gen Academy HS,(505) 878-6400,https://nexgen.aps.edu/,35.1333038,-106.5821343,educational
1317,Southwest Preparatory & Southwest Secondary Learning Centers Charter Schools,(505) 296-7677,http://www.sslc-nm.com/,35.1168675,-106.5255636,educational
1318,Gilbert L. Sena Charter High School,(505) 237-2374,https://www.senahigh.com/,35.0837694,-106.5265779,educational
1319,Our Lady of the Assumption Catholic School,(505) 256-3167,http://olacs.org/,35.0865087,-106.5586425,educational
1320,Manzano High School,(505) 559-2200,https://manzano.aps.edu/,35.0847021,-106.5110078,educational
1321,Salam Academy,(505) 888-7688,http://www.salamacademy.org/,35.0918802,-106.5565404,educational
1322,Technology Leadership High School,(505) 338-2266,https://www.techabq.org/,35.0551233,-106.5294904,educational
1323,Oak Grove Classical Academy,(505) 269-2696,http://www.oakgroveclassical.com/,35.1541735,-106.5440392,educational
1324,Public Academy For Performing Arts,(505) 830-3128,http://www.paparts.org/,35.0962391,-106.5176714,educational
1325,Highland High School,(505) 255-8788,https://highland.aps.edu/,35.074515,-106.591194,educational
1326,Early College Academy / Career Enrichment Center,(505) 247-3658,https://cec.aps.edu/,35.094398,-106.63567,educational
1327,Cesar Chavez Community School,(505) 877-0558,http://www.cesarchavezcharter.net/,35.0595247,-106.5838318,educational
1328,La Cueva High School,(505) 823-2327,https://lacueva.aps.edu/,35.182922,-106.556558,educational
1329,eCADEMY HS,(505) 247-4209,https://ecademy.aps.edu/,35.104601,-106.584881,educational
1330,New Mexico High School Coaches,(505) 554-7349,https://www.nmhsca.com/,35.1722465,-106.576106,educational
1331,Albuquerque Academy,,https://www.aa.edu/,35.1501612,-106.5562565,educational
1332,NACA-CNM,,,35.0721394,-106.6274026,educational
1333,Pathways Academy,(505) 341-0555,http://www.pathwaysacademynm.org/,35.0830489,-106.627683,educational
1334,Highland Autism Center,(505) 266-6869,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=350006001079,35.0757368,-106.5918802,educational
1335,Albuquerque Public Schools Education Foundation,(505) 881-0841,http://www.apseducationfoundation.org/,35.1029261,-106.5724946,educational
1336,Schools Public Special Edu,(505) 344-3927,http://www.aps.edu/,35.1369325,-106.6498261,educational
1337,Albuquerque Public Schools,,http://www.aps.edu/,35.0177854,-106.6291304,educational
1338,Holy Ghost Catholic School,(505) 256-1563,http://hgcsabq.com/,35.0620368,-106.5770109,educational
1339,New Mexico Academy for the Media Arts,(505) 243-1957,https://nmmediaarts.org/,35.0798827,-106.5946225,educational
1340,Axiom Christian Classical School,(505) 347-9068,https://www.axiomclassical.org/,35.0786622,-106.6315992,educational
1341,Chesterton academy,,https://www.chestertonabq.com/,35.1120212,-106.5845573,educational
1342,Health Leadership High School,(505) 750-4547,https://healthleadershiphighschool.org/,35.0529439,-106.6252,educational
1343,College & Career High School,(505) 224-4880,https://collegecareerhigh.aps.edu/,35.0723287,-106.6277161,educational
1344,Cibola High School,(505) 897-0110,https://cibola.aps.edu/,35.204445,-106.663487,educational
1345,Valley High School,(505) 345-9021,https://valley.aps.edu/,35.1247147,-106.6602298,educational
1346,Volcano Vista Lady Hawks Volleyball,(505) 890-0343,https://vvhs-aps-nm.schoolloop.com/volleyball,35.1767387,-106.7324549,educational
1347,Latin American and Iberian Institute,(505) 277-2961,http://laii.unm.edu/,35.0879159,-106.622214,educational
1348,UNM College of Nursing,(800) 690-0934,https://hsc.unm.edu/college-of-nursing/,35.0899628,-106.6172251,educational
1349,Dane Smith Hall,,http://www.unm.edu/,35.0865096,-106.6232132,educational
1350,Ortega Hall,,http://campushistory.unm.edu/essays/ortega-hall.html,35.0839644,-106.6216627,educational
1351,Tamarind Institute,(505) 277-3901,https://tamarind.unm.edu/,35.0807973,-106.6179814,educational
1352,Central New Mexico Community Clg,(505) 224-3000,http://www.cnm.edu/depts/fass/,35.1355609,-106.5196481,educational
1353,UNM Department of Art & Art History,(505) 277-5861,http://art.unm.edu/,35.0825825,-106.6214186,educational
1354,"Electrical and Computer Engineering Department, UNM",(505) 277-2436,http://www.ece.unm.edu/,35.083128,-106.624559,educational
1355,Armond H Seidler Natatorium,,,35.083553,-106.6173892,educational
1356,"Catholic Center, Archdiocese of Santa Fe",(505) 831-8100,http://www.archdiosf.org/,35.1284229,-106.696709,educational
1357,UNM,,https://www.unm.edu/,35.066397,-106.630723,educational
1358,The Change Leader,+1 760-740-0200,https://changinghighered.com/,35.1840082,-106.4897673,educational
1359,Tierra Adentro of New Mexico,+1 505-967-4720,http://www.tierraadentronm.org/,35.1016969,-106.664696,educational
1360,UNM Parking & Transportation Services,+1 505-277-1938,http://pats.unm.edu/,35.0817343,-106.6193021,educational
1361,Project ECHO (Non-Profit),+1 505-750-3246,http://echo.unm.edu/,35.1029644,-106.6255518,educational
1362,Student Registry,+1 505-990-4211,https://www.studentregistry.org/contact,35.0880766,-106.6515615,educational
1363,The University Of New Mexico Health Sciences Center,+1 505-272-6222,http://dermatology.unm.edu/,35.0906442,-106.6310054,educational
1364,University Of New Mexico Police Department,+1 505-277-2241,http://police.unm.edu/,35.0865029,-106.6183331,educational
1365,TONI&GUY Albuquerque Academy,+1 505-842-8616,,35.1022112,-106.5664159,educational
1366,Zimmerman Library,+1 505-925-9554,https://library.unm.edu/,35.0849646,-106.6208364,educational
1367,UNM Campus Observatory,+1 505-277-1446,http://physics.unm.edu/pandaweb/observatory/,35.0912149,-106.6220031,educational
1368,UNM Alumni Association,+1 505-277-5808,http://www.unmalumni.com/,35.081749,-106.625283,educational
1369,UNM Mechanical Engineering Building,+1 505-277-2761,https://me.unm.edu/contact-us/map.html,35.0824565,-106.6260377,educational
1370,CNM STEMulus Center,+1 505-224-4717,https://www.cnm.edu/locations/stemulus-center,35.0855514,-106.6493264,educational
1371,UNM Bookstores,+1 505-277-5451,https://bookstore.unm.edu/,35.0813541,-106.620075,educational
1372,University of New Mexico School of Medicine Building No. 2,,https://unm.edu/,35.0894516,-106.617174,educational
1373,Logan Hall Psychology,+1 505-277-4121,http://psych.unm.edu/,35.0821951,-106.6241886,educational
1374,Center For English Language & American Culture,+1 505-277-4032,http://www.unm.edu/~celac/,35.0838509,-106.6189556,educational
1375,AISES,+1 505-765-1052,http://www.aises.org/,35.1567822,-106.6800635,educational
1376,Physical Plant Department The University of New Mexico,,http://ppd.unm.edu/,35.0902766,-106.6231273,educational
1377,UNM Center for High Technology Materials,+1 505-272-7800,http://www.chtm.unm.edu/,35.069861,-106.6339408,educational
1378,Center for Southwest Research,+1 505-277-6451,https://elibrary.unm.edu/cswr/,35.0849701,-106.6207853,educational
1379,UNM Campus Tours,+1 505-277-8503,http://admissions.unm.edu/,35.0690725,-106.631388,educational
1380,UNM Hospital,+1 505-272-2111,http://hsc.unm.edu/health,35.0882062,-106.6189678,educational
1381,UNM Music Prep School,+1 505-277-8816,http://music.unm.edu/community/music-prep-school/,35.0823923,-106.6202148,educational
1382,Mesa Vista Hall,+1 505-277-0111,https://caps.unm.edu/employment/locations/mesa-vista-hall-mvh.php,35.0834479,-106.6184948,educational
1383,UNM Health Sciences Library & Informatics Center,+1 505-272-2311,https://hsc.unm.edu/hslic,35.0913558,-106.6175486,educational
1384,Physics & Astronomy and Interdisciplinary Science building,+1 505-277-2616,https://physics.unm.edu/,35.0820893,-106.621483,educational
1385,Baptist Student Union,(505) 243-5401,https://directory.unm.edu/departments/department_phone_list.php?dept=68,35.0844111,-106.6263115,educational
1386,UNM School of Architecture and Planning,(505) 277-2903,http://saap.unm.edu/,35.0811788,-106.6193327,educational
1387,IntelliTec College in Albuquerque,(505) 508-5225,https://intellitec.edu/locations/albuquerque-campus/?utm_source=Google%20My%20Business&utm_medium=ABQ,35.1340503,-106.5881025,educational
1388,CNM Advanced Technology Center,(505) 224-3000,https://click.cnm.edu/6165rf,35.1836176,-106.5939012,educational
1389,Centennial Science and Engineering Library,(505) 277-4858,http://library.unm.edu/about/libraries/csel.php,35.0831712,-106.6240685,educational
1390,Mitchell Hall,,,35.0841628,-106.6224232,educational
1391,UNM Speech and Hearing Sciences Center,(505) 277-4453,http://shs.unm.edu/,35.0897021,-106.6249971,educational
1392,Science and Math Learning Center,,http://www.math.unm.edu/,35.0839928,-106.6241278,educational
1393,Brookline College Albuquerque (Cottonwood) Campus,(505) 880-2877,https://www.brooklinecollege.edu/,35.2003041,-106.6516468,educational
1394,UNM School of Law,(505) 277-2146,http://lawschool.unm.edu/,35.0934633,-106.6186988,educational
1395,사우스웨스트 애커퍽쳐 대학,(505) 888-8868,,35.1457228,-106.5581184,educational
1396,CNM Main Campus Student Services Center (SSC),(505) 224-3000,https://www.cnm.edu/student-resources/connect-services/locations-and-hours,35.0713551,-106.6289378,educational
1397,Albuquerque Christian College,(505) 345-0238,,35.0752359,-106.5837317,educational
1398,UNM Anderson School of Management,(505) 277-6471,http://www.mgt.unm.edu/,35.086324,-106.619828,educational
1399,NMSU Office of Enrollment Services,(575) 646-0301,,35.1025876,-106.5932243,educational
1400,UNM Continuing Education,(505) 277-0077,http://ce.unm.edu/,35.1004919,-106.6272536,educational
1401,UNM Office Of Admissions,(505) 277-8900,https://admissions.unm.edu/,35.0688045,-106.6317487,educational
1402,Pima Medical Institute - Albuquerque,(800) 477-7462,https://pmi.edu/locations/new-mexico/albuquerque?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite&utm_content=albuquerque,35.104931,-106.594696,educational
1403,Trinity Southwest University,(505) 332-4253,http://trinitysouthwest.com/,35.1656276,-106.5909719,educational
1404,UNM College of Pharmacy,(505) 272-3241,https://hsc.unm.edu/pharmacy/,35.0899837,-106.6168775,educational
1405,University-NM Athletics Department,(505) 925-5634,,35.0830281,-106.6263281,educational
1406,EC Council University,(505) 341-3228,https://www.eccu.edu/,35.1659059,-106.5882645,educational
1407,Webster University,(505) 292-6988,http://www.webster.edu/,35.1029628,-106.5916331,educational
1408,Brookline College Albuquerque Campus,(888) 717-0199,https://www.brooklinecollege.edu/,35.0877587,-106.6876226,educational
1409,Wayland Baptist University - Albuquerque,(505) 323-9282,https://www.wbu.edu/campuses/albuquerque/index.htm?utm_source=gmb&utm_medium=listingalbuquerque&utm_campaign=website,35.1031802,-106.5779797,educational
1410,New Mexico Student Union,(505) 277-5498,https://sub.unm.edu/,35.09,-106.62,educational
1411,Highlands University,,https://www.nmhu.edu/,35.1026349,-106.5886139,educational
1412,"University of St. Francis (Albuquerque, NM)",(505) 266-5565,http://www.stfrancis.edu/albuquerque,35.1369502,-106.6093487,educational
1413,NMSU Albuquerque Center,(505) 830-2856,https://nmsu.edu/campuses/index.html,35.1345953,-106.5201889,educational
1414,University of New Nm Comm & Jo,(505) 277-5305,,35.0956781,-106.6265089,educational
1415,Senior Health Clinic,(505) 272-1754,https://unmhealth.org/services/senior-health.html,35.0901429,-106.6292758,educational
1416,University of New Mexico,(505) 272-7745,https://www.unm.edu/,35.0698696,-106.6343087,educational
1417,The University of New Mexico,(505) 277-0111,http://www.unm.edu/,35.0843187,-106.6197812,educational
1418,U NM,(505) 272-1269,https://www.unm.edu/,35.0889765,-106.6195955,educational
1419,Student Veterans of UNM,,http://svunm.unm.edu/,35.0860973,-106.6239078,educational
1420,University New Mexico Press,(505) 277-0111,http://unm.edu/,35.0894394,-106.6242608,educational
1421,TSU Archaeology Research Center (ARC),,,35.1621943,-106.5929486,educational
1422,Central Campus,,,35.0843966,-106.6217623,educational
1423,"Albuquerque, NM",,,35.1560712,-106.6798326,educational
1424,University Of New Mexico Department Of Athletics,,,35.0679577,-106.6323996,educational
1425,University Heights,,,35.0767832,-106.6188151,educational
1426,The University of New Mexico: NM LEND Program,(505) 272-3025,https://hsc.unm.edu/cdd/training-programs/nmlend/,35.1087156,-106.61783,educational
1427,North Campus,,,35.0966429,-106.6202887,educational
1428,Consortium Travel with UVA/Emory/Notre Dame - Southwest,,,35.117567,-106.6244979,educational
1429,University of New Mexico Bureau of Business and Economic Research,(505) 277-2216,https://bber.unm.edu/,35.0842883,-106.6184709,educational
1430,UNM College Enrichment Program,(505) 277-5321,https://cep.unm.edu/,35.0842286,-106.6189854,educational
1431,Boston College-ISR,(505) 503-7818,,35.0795377,-106.6110898,educational
1432,University West,,,35.0948357,-106.6283935,educational
1433,University Sports Publication,(505) 242-9091,,35.0848894,-106.6468148,educational
1434,Center For the Education,(505) 243-4442,http://www.cesdp.nmhu.edu/,35.1025876,-106.5932243,educational
1435,UNM John & June Perovich Business Center,(505) 272-2325,http://www.unm.edu/,35.0896776,-106.6248392,educational
1436,UNM Arts Lab,(505) 277-2253,https://finearts.unm.edu/venues/arts-lab/,35.0818343,-106.6276236,educational
1437,Economics Building,,,35.0862185,-106.6207078,educational
1438,UNM,,https://www.unm.edu/,35.2167232,-106.6898126,educational
1439,UNM South Campus,,,35.1234098,-106.6081237,educational
1440,UNM Business Center,,https://www.mgt.unm.edu/,35.089572,-106.6245778,educational
1441,"CERIA - Center for Environmental Research, Informatics, & the Arts",,https://finearts.unm.edu/academics/departments/film-and-digital-arts/facilities/ceria/,35.0831248,-106.6219523,educational
1442,University Of Albuquerque Urban Center,,,35.1289386,-106.7042991,educational
1443,CNM S Campus,,,35.0753632,-106.6246295,educational
1444,Central New Mexico College,,http://www.cnm.edu/,35.0714693,-106.6286698,educational
1445,Anderson Executive and Professional Education Center,(505) 277-2525,https://www.mgt.unm.edu/epec/,35.0863333,-106.6198306,educational
